,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,class,dups,edit_distance_avg,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_10,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_dict_7,edit_distance_dict_8,edit_distance_dict_9,edit_distance_max,edit_distance_unique_dict_0,edit_distance_unique_dict_1,edit_distance_unique_dict_10,edit_distance_unique_dict_2,edit_distance_unique_dict_3,edit_distance_unique_dict_4,edit_distance_unique_dict_5,edit_distance_unique_dict_6,edit_distance_unique_dict_7,edit_distance_unique_dict_8,edit_distance_unique_dict_9,flaps,imp_wd,imp_wd_dpath,imp_wd_spath,nadas,news,nlri_ann,number_rare_ases,origin_0,origin_changes,rare_ases_avg,rare_ases_max,timestamp,timestamp2,unique_as_path_avg,unique_as_path_max,wd_dups,withdrawals
722,166,277,717,3,12,0,64,1.5642458100558658,69,347,0,205,23,70,0,1,0,1,0,8,69,347,0,205,23,70,0,1,0,1,0,3,629,627,2,20,1,353,6,287,0,0.008368200836820083,1,2015-06-12 12:15:00,1434111300,3,9,0,27
723,401,588,3764,5,18,0,107,1.1961569255404323,236,2724,0,719,37,10,6,1,3,7,0,14,236,2724,0,719,37,10,6,1,3,7,0,2,3412,3285,127,226,17,2956,12,1748,0,0.003188097768331562,1,2015-06-12 12:20:00,1434111600,5,9,0,24
724,177,338,1317,2,11,0,121,1.310554290053151,126,795,0,335,43,6,2,2,2,0,0,12,126,795,0,335,43,6,2,2,2,0,0,1,1169,1166,3,26,0,594,7,380,0,0.005315110098709187,2,2015-06-12 12:25:00,1434111900,2,8,0,21
725,146,105,860,6,21,0,88,0.9837019790454016,344,316,0,157,20,6,3,8,2,0,0,18,344,316,0,157,20,6,3,8,2,0,0,26,569,484,85,176,1,465,8,387,0,0.009302325581395349,2,2015-06-12 12:30:00,1434112200,6,9,0,272
726,1176,171,1703,8,16,0,68,1.258671369782481,87,1320,0,158,91,19,16,1,4,3,2,9,87,1320,0,158,91,19,16,1,4,3,2,13,1561,1555,6,59,2,1481,107,666,0,0.06283029947152084,2,2015-06-12 12:35:00,1434112500,8,8,0,68
727,4256,238,7550,4,23,0,658,1.2465880482310852,680,5664,26,704,240,67,42,47,64,3,3,18,680,5664,26,704,240,67,42,47,64,3,3,16,6818,6812,6,55,3,3067,41,2322,0,0.005430463576158941,2,2015-06-12 12:40:00,1434112800,4,10,0,1836
728,210,113,627,2,16,0,41,1.135483870967742,150,316,0,134,3,2,10,0,1,0,0,12,150,316,0,134,3,2,10,0,1,0,0,6,556,453,103,17,7,382,11,315,0,0.017543859649122806,2,2015-06-12 12:45:00,1434113100,2,10,0,35
729,220,305,895,4,13,0,41,1.4647256438969765,59,586,2,168,22,13,33,0,6,1,0,11,59,586,2,168,22,13,33,0,6,1,0,11,804,798,6,37,2,453,5,337,0,0.00558659217877095,1,2015-06-12 12:50:00,1434113400,4,8,0,41
730,230,134,844,6,15,0,43,1.6971496437054632,60,465,4,188,26,65,17,6,6,2,1,11,60,465,4,188,26,65,17,6,6,2,1,6,746,736,10,47,2,513,13,350,0,0.015402843601895734,1,2015-06-12 12:55:00,1434113700,6,8,0,47
731,240,252,997,4,15,0,199,1.445115810674723,235,413,0,220,43,17,49,0,4,1,9,12,235,413,0,220,43,17,49,0,4,1,9,14,637,615,22,143,4,629,10,403,0,0.010030090270812435,1,2015-06-12 13:00:00,1434114000,4,8,0,88
732,144,220,656,4,19,0,64,1.5230061349693251,119,285,0,153,52,2,32,3,1,1,3,18,119,285,0,153,52,2,32,3,1,1,3,9,500,454,46,79,4,441,9,337,0,0.013719512195121951,1,2015-06-12 13:05:00,1434114300,4,8,0,73
733,96,348,3059,7,15,0,55,1.4330269205515431,78,2094,0,598,135,96,10,9,26,0,0,7,78,2094,0,598,135,96,10,9,26,0,0,2,2922,2902,20,67,13,2920,2,1774,0,0.0006538084341288003,1,2015-06-12 13:10:00,1434114600,6,9,0,32
734,295,856,1870,5,12,0,132,1.4938271604938271,171,838,3,734,69,28,10,1,4,4,0,12,171,838,3,734,69,28,10,1,4,4,0,8,1670,1639,31,53,7,1248,10,636,0,0.0053475935828877,2,2015-06-12 13:15:00,1434114900,5,8,0,63
735,277,287,992,4,17,0,74,1.7559462254395035,170,310,0,311,87,23,10,45,8,0,1,14,170,310,0,311,87,23,10,45,8,0,1,8,756,668,88,129,25,567,26,457,0,0.02620967741935484,1,2015-06-12 13:20:00,1434115200,4,7,0,81
736,564,280,1375,8,20,0,196,2.389335281227173,210,531,53,371,85,12,14,2,1,8,39,16,210,531,53,371,85,12,14,2,1,8,39,11,1121,1118,3,41,6,687,6,497,0,0.004363636363636364,1,2015-06-12 13:25:00,1434115500,3,7,0,32
737,337,189,780,4,15,0,55,1.4743589743589745,67,410,2,231,46,14,6,2,0,0,0,11,67,410,2,231,46,14,6,2,0,0,0,1,695,685,10,29,0,437,5,401,0,0.00641025641025641,1,2015-06-12 13:30:00,1434115800,4,7,0,45
738,825,654,2659,11,28,0,108,2.4591644712081293,225,1396,39,405,89,24,31,297,47,9,0,16,225,1396,39,405,89,24,31,297,47,9,0,3,2464,2350,114,82,2,1314,33,953,0,0.012410680707032721,1,2015-06-12 13:35:00,1434116100,6,9,0,85
739,1193,341,2391,4,24,0,156,1.685929648241206,166,1348,2,675,88,35,8,9,0,4,5,19,166,1348,2,675,88,35,8,9,0,4,5,7,2185,2182,3,40,3,1340,9,785,0,0.0037641154328732743,2,2015-06-12 13:40:00,1434116400,3,9,0,65
740,1045,1215,3772,4,21,0,616,2.4721189591078065,625,1220,21,866,377,143,146,17,61,46,0,19,625,1220,21,866,377,143,146,17,61,46,0,6,2981,2979,2,163,6,1614,14,1154,0,0.003711558854718982,1,2015-06-12 13:45:00,1434116700,4,9,0,138
741,169,228,681,10,20,0,62,1.5923190546528805,78,267,1,240,73,8,3,3,0,2,1,12,78,267,1,240,73,8,3,3,0,2,1,5,569,558,11,41,4,402,19,351,0,0.02790014684287812,1,2015-06-12 13:50:00,1434117000,6,8,0,33
742,226,270,799,3,15,0,78,1.6298619824341283,120,310,0,261,46,25,8,19,4,0,1,13,120,310,0,261,46,25,8,19,4,0,1,34,621,615,6,64,2,401,24,423,0,0.02992518703241895,1,2015-06-12 13:55:00,1434117300,1,9,0,88
743,598,1789,2805,6,21,0,32,2.9503925767309065,48,364,26,622,1033,460,130,71,28,7,9,18,48,364,26,622,1033,460,130,71,28,7,9,14,1068,1066,2,1688,3,2535,8,827,0,0.0028520499108734398,1,2015-06-12 14:00:00,1434117600,6,9,0,81
744,302,1117,1643,13,15,0,65,1.7846247712019525,73,927,1,87,492,14,23,1,17,1,0,12,73,927,1,87,492,14,23,1,17,1,0,6,1510,1509,1,58,4,1254,2,390,0,0.0012172854534388314,1,2015-06-12 14:05:00,1434117900,9,9,0,47
745,95,101,412,6,19,0,32,1.583743842364532,39,214,1,109,11,11,18,0,0,1,0,13,39,214,1,109,11,11,18,0,0,1,0,5,331,330,1,38,6,239,8,302,0,0.019417475728155338,1,2015-06-12 14:10:00,1434118200,6,8,0,54
746,180,146,588,4,16,0,140,1.8493150684931507,150,205,0,107,14,23,8,65,0,11,1,9,150,205,0,107,14,23,8,65,0,11,1,8,403,401,2,33,4,386,15,400,0,0.025510204081632654,1,2015-06-12 14:15:00,1434118500,4,8,0,55
747,172,182,875,4,12,0,164,1.1560693641618498,199,451,0,139,54,15,2,0,1,4,0,8,199,451,0,139,54,15,2,0,1,4,0,33,618,616,2,50,10,527,8,360,0,0.009142857142857144,2,2015-06-12 14:20:00,1434118800,4,8,0,32
748,322,243,834,4,12,0,86,1.7554216867469878,100,341,1,210,123,5,31,1,9,8,1,10,100,341,1,210,123,5,31,1,9,8,1,5,693,685,8,46,4,513,9,384,0,0.01079136690647482,3,2015-06-12 14:25:00,1434119100,4,8,0,43
749,190,129,635,7,14,0,66,1.6629570747217806,78,270,0,137,102,22,16,2,1,0,1,9,78,270,0,137,102,22,16,2,1,0,1,4,519,511,8,40,6,425,4,331,0,0.006299212598425197,1,2015-06-12 14:30:00,1434119400,7,8,0,54
750,106,239,507,6,13,0,53,1.8571428571428568,67,132,0,203,61,9,25,6,0,0,0,18,67,132,0,203,61,9,25,6,0,0,0,5,407,399,8,39,3,402,2,264,0,0.003944773175542407,1,2015-06-12 14:35:00,1434119700,6,8,0,95
751,123,142,481,8,20,0,32,1.5817409766454351,68,202,0,107,53,35,6,0,0,0,0,5,68,202,0,107,53,35,6,0,0,0,0,32,321,318,3,86,10,337,10,263,0,0.02079002079002079,2,2015-06-12 14:40:00,1434120000,8,8,0,24
752,191,163,1048,4,21,0,87,1.4732313575525813,140,685,0,112,63,7,3,7,0,1,0,16,140,685,0,112,63,7,3,7,0,1,0,39,871,858,13,49,2,682,52,491,0,0.049618320610687015,2,2015-06-12 14:45:00,1434120300,4,8,0,100
753,747,561,2314,5,19,0,237,1.7954152249134947,248,1400,0,180,160,17,18,279,7,1,0,11,248,1400,0,180,160,17,18,279,7,1,0,5,1924,1919,5,146,2,1909,47,844,0,0.020311149524632668,2,2015-06-12 14:50:00,1434120600,5,9,0,83
754,726,192,2513,11,15,0,192,2.0478278198485453,208,1651,5,79,26,22,8,505,3,0,0,11,208,1651,5,79,26,22,8,505,3,0,0,3,2271,2258,13,43,4,882,18,956,0,0.007162753680859529,2,2015-06-12 14:55:00,1434120900,6,9,0,113
755,694,221,1613,3,20,0,38,1.5096213531967722,52,859,3,619,52,10,9,1,2,0,0,11,52,859,3,619,52,10,9,1,2,0,0,3,1538,1527,11,32,2,1058,7,552,0,0.004339739615623063,1,2015-06-12 15:00:00,1434121200,3,9,0,38
756,105,55,401,3,16,0,20,2.145,26,204,0,56,22,52,5,6,27,0,2,9,26,204,0,56,22,52,5,6,27,0,2,4,340,338,2,36,1,212,3,313,0,0.007481296758104737,1,2015-06-12 15:05:00,1434121500,3,8,0,39
757,273,90,3938,5,14,0,3122,0.2047244094488189,3426,368,0,75,39,5,12,1,5,4,2,9,3426,368,0,75,39,5,12,1,5,4,2,6,773,476,297,36,1,3647,153,829,0,0.03885220924327069,2,2015-06-12 15:10:00,1434121800,5,8,0,44
758,321,117,1247,4,16,0,32,1.50402576489533,37,870,0,86,188,54,2,3,0,0,2,9,37,870,0,86,188,54,2,3,0,0,2,5,1144,1144,0,61,5,809,14,490,0,0.011226944667201285,2,2015-06-12 15:15:00,1434122100,4,8,0,60
759,65,75,614,6,16,0,107,1.132137030995106,129,369,0,55,37,14,6,3,0,0,0,6,129,369,0,55,37,14,6,3,0,0,0,20,440,438,2,46,1,481,15,319,0,0.024429967426710098,2,2015-06-12 15:20:00,1434122400,6,8,0,94
760,123,152,853,6,17,0,131,1.5224056603773586,136,461,2,100,84,20,14,19,10,0,0,12,136,461,2,100,84,20,14,19,10,0,0,2,666,663,3,49,5,589,23,456,0,0.026963657678780773,1,2015-06-12 15:25:00,1434122700,6,8,0,49
761,126,84,568,2,14,0,87,1.7001763668430334,100,286,0,75,27,35,9,13,12,5,1,13,100,286,0,75,27,35,9,13,12,5,1,8,442,437,5,30,1,416,11,365,0,0.01936619718309859,1,2015-06-12 15:30:00,1434123000,2,8,0,45
762,113,94,611,6,16,0,190,1.1570247933884297,244,196,0,97,23,14,19,5,1,4,1,12,244,196,0,97,23,14,19,5,1,4,1,46,332,324,8,37,6,478,48,311,0,0.07855973813420622,2,2015-06-12 15:35:00,1434123300,6,8,0,61
763,184,262,963,4,14,0,127,1.4339622641509433,141,534,3,134,98,14,10,5,14,1,0,10,141,534,3,134,98,14,10,5,14,1,0,7,776,770,6,44,9,668,14,495,0,0.014537902388369682,1,2015-06-12 15:40:00,1434123600,4,9,0,47
764,200,98,544,5,13,0,64,1.5451197053406998,69,251,0,127,59,29,7,1,0,0,0,6,69,251,0,127,59,29,7,1,0,0,0,2,456,456,0,21,1,274,7,339,0,0.012867647058823529,1,2015-06-12 15:45:00,1434123900,4,8,0,36
765,123,146,489,10,11,0,80,1.7280163599182004,92,164,0,135,33,51,4,2,1,3,1,12,92,164,0,135,33,51,4,2,1,3,1,5,347,341,6,57,0,276,1,272,0,0.002044989775051125,1,2015-06-12 15:50:00,1434124200,5,7,0,32
766,117,215,530,9,15,0,28,1.9714828897338403,34,250,9,59,151,11,7,1,1,0,0,12,34,250,9,59,151,11,7,1,1,0,0,3,453,450,3,42,4,312,11,318,0,0.020754716981132074,1,2015-06-12 15:55:00,1434124500,3,9,0,44
767,87,137,452,9,14,0,32,1.7700892857142858,36,258,0,56,41,13,27,10,6,0,0,11,36,258,0,56,41,13,27,10,6,0,0,1,383,380,3,32,4,298,10,262,0,0.02212389380530973,2,2015-06-12 16:00:00,1434124800,5,9,0,33
768,96,629,905,4,14,0,34,4.1042128603104215,42,194,0,115,31,5,10,455,43,3,0,15,42,194,0,115,31,5,10,455,43,3,0,4,799,795,4,65,3,740,7,486,0,0.0077348066298342545,1,2015-06-12 16:05:00,1434125100,4,9,0,37
769,110,84,558,7,24,0,152,1.3231597845601435,164,211,0,128,19,8,14,3,1,8,0,22,164,211,0,128,19,8,14,3,1,8,0,6,360,354,6,39,1,304,5,341,0,0.008960573476702509,1,2015-06-12 16:10:00,1434125400,7,9,0,40
770,117,76,505,7,10,0,46,1.4208416833667334,58,237,0,154,42,4,2,2,0,0,0,6,58,237,0,154,42,4,2,2,0,0,0,6,421,419,2,26,6,318,0,210,0,0.0,0,2015-06-12 16:15:00,1434125700,4,9,0,30
771,273,295,1118,4,16,0,142,1.5940860215053765,156,498,0,363,34,16,4,8,4,4,29,9,156,498,0,363,34,16,4,8,4,4,29,7,936,931,5,31,2,626,3,347,0,0.0026833631484794273,1,2015-06-12 16:20:00,1434126000,4,8,0,32
772,501,497,1659,5,14,0,195,1.0826296743063932,243,1219,0,128,17,18,22,5,5,0,0,22,243,1219,0,128,17,18,22,5,5,0,0,5,1417,1374,43,41,1,792,76,614,0,0.04581072935503315,2,2015-06-12 16:25:00,1434126300,3,8,0,57
773,1207,48,2838,5,15,0,87,1.9023616496298907,115,2113,0,73,18,11,5,499,3,0,0,7,115,2113,0,73,18,11,5,499,3,0,0,4,2729,2705,24,17,1,961,14,884,0,0.0049330514446793506,1,2015-06-12 16:30:00,1434126600,5,9,0,89
774,642,135,1624,3,20,0,60,1.364589759407773,71,970,0,544,24,2,6,0,0,0,0,11,71,970,0,544,24,2,6,0,0,0,0,6,1515,1511,4,40,3,831,10,634,0,0.006157635467980296,1,2015-06-12 16:35:00,1434126900,3,9,0,65
775,109,118,523,3,14,0,36,1.6022944550669216,47,294,0,118,31,10,3,13,3,0,0,16,47,294,0,118,31,10,3,13,3,0,0,6,411,410,1,70,0,303,3,278,0,0.0057361376673040155,1,2015-06-12 16:40:00,1434127200,3,9,0,59
776,171,672,1135,4,14,0,46,3.4105726872246698,69,378,0,166,30,7,3,346,136,0,0,7,69,378,0,166,30,7,3,346,136,0,0,3,998,979,19,88,0,895,16,523,0,0.014096916299559472,2,2015-06-12 16:45:00,1434127500,4,10,0,39
777,1115,108,2063,5,15,0,79,2.2457586039747937,113,946,0,435,60,8,403,96,2,0,0,7,113,946,0,435,60,8,403,96,2,0,0,6,1939,1911,28,39,0,781,9,866,0,0.004362578768783325,2,2015-06-12 16:50:00,1434127800,5,9,0,89
778,638,161,1401,5,20,0,177,1.2028673835125447,223,805,4,322,15,0,16,7,2,1,0,10,223,805,4,322,15,0,16,7,2,1,0,5,1139,1098,41,74,6,907,19,548,0,0.013561741613133477,2,2015-06-12 16:55:00,1434128100,5,9,0,119
779,84,44,367,4,20,0,23,1.2975206611570247,28,258,0,50,15,3,2,3,4,0,0,7,28,258,0,50,15,3,2,3,4,0,0,5,307,307,0,28,4,221,27,281,0,0.07356948228882834,2,2015-06-12 17:00:00,1434128400,4,8,0,44
780,189,88,560,3,14,0,44,1.5745062836624777,49,346,0,74,45,13,3,17,2,7,1,9,49,346,0,74,45,13,3,17,2,7,1,5,484,484,0,24,3,358,6,347,0,0.010714285714285714,1,2015-06-12 17:05:00,1434128700,3,9,0,49
781,173,83,624,5,16,0,68,1.608695652173913,81,302,0,121,71,17,13,3,13,0,0,7,81,302,0,121,71,17,13,3,13,0,0,6,491,484,7,56,3,320,1,340,0,0.0016025641025641025,1,2015-06-12 17:10:00,1434129000,5,9,0,73
782,123,102,768,8,13,0,107,1.359375,125,350,0,230,39,11,9,2,0,2,0,8,125,350,0,230,39,11,9,2,0,2,0,7,597,586,11,57,0,433,8,363,0,0.010416666666666666,2,2015-06-12 17:15:00,1434129300,5,8,0,80
783,148,94,549,7,15,0,51,1.93956043956044,66,289,6,72,41,12,17,29,1,6,1,12,66,289,6,72,41,12,17,29,1,6,1,6,454,445,9,35,3,347,10,298,0,0.01821493624772313,2,2015-06-12 17:20:00,1434129600,5,8,0,46
784,265,202,1624,6,16,0,203,1.3961799137399875,365,638,4,455,61,63,19,5,1,5,5,13,365,638,4,455,61,63,19,5,1,5,5,10,1363,1211,152,47,1,974,6,793,0,0.003694581280788177,1,2015-06-12 17:25:00,1434129900,6,8,0,48
785,243,183,846,2,16,0,63,2.0627218934911244,70,427,0,172,71,23,9,10,5,13,39,12,70,427,0,172,71,23,9,10,5,13,39,3,759,755,4,20,1,468,10,429,0,0.011820330969267141,1,2015-06-12 17:30:00,1434130200,2,8,0,40
786,360,330,1373,4,16,0,196,1.9956236323851204,234,488,29,322,158,58,17,14,5,20,21,11,234,488,29,322,158,58,17,14,5,20,21,8,1074,1044,30,93,2,786,16,674,0,0.011653313911143482,1,2015-06-12 17:35:00,1434130500,4,9,0,68
787,1895,329,2860,5,18,0,81,1.6708639384400141,97,1970,2,366,196,109,23,16,12,5,4,12,97,1970,2,366,196,109,23,16,12,5,4,9,2690,2683,7,79,1,2317,31,869,0,0.01083916083916084,1,2015-06-12 17:40:00,1434130800,5,9,0,106
788,348,349,1507,4,16,0,85,1.7877578176979374,94,639,16,586,111,24,2,6,8,0,1,11,94,639,16,586,111,24,2,6,8,0,1,5,1378,1375,3,35,4,980,5,561,0,0.0033178500331785005,1,2015-06-12 17:45:00,1434131100,4,9,0,57
789,66,74,688,8,13,0,55,1.1720116618075802,89,467,0,76,41,8,2,1,2,0,0,7,89,467,0,76,41,8,2,1,2,0,0,30,569,565,4,32,2,540,6,269,0,0.008720930232558141,2,2015-06-12 17:50:00,1434131400,6,9,0,49
790,211,142,915,4,20,0,130,1.4406593406593406,146,477,0,129,93,38,22,1,3,1,0,8,146,477,0,129,93,38,22,1,3,1,0,9,705,699,6,66,5,562,7,360,0,0.007650273224043716,1,2015-06-12 17:55:00,1434131700,4,9,0,81
791,189,136,951,3,20,0,92,1.4160506863780358,127,561,0,157,40,30,15,2,6,0,1,11,127,561,0,157,40,30,15,2,6,0,1,28,767,762,5,60,4,555,13,455,0,0.013669821240799159,1,2015-06-12 18:00:00,1434132000,3,8,0,104
792,151,106,643,3,12,0,120,1.1154446177847115,132,366,0,105,15,21,2,0,0,0,0,5,132,366,0,105,15,21,2,0,0,0,0,11,404,403,1,106,2,374,4,278,0,0.0062208398133748065,1,2015-06-12 18:05:00,1434132300,3,7,0,56
793,166,1684,2600,6,12,0,403,1.1082851637764932,443,1723,2,253,134,5,19,11,2,1,1,13,443,1723,2,253,134,5,19,11,2,1,1,9,2134,2103,31,49,5,2049,10,511,0,0.003846153846153847,2,2015-06-12 18:10:00,1434132600,6,9,0,26
794,150,89,791,11,20,0,54,1.4215189873417722,78,516,0,112,42,2,7,24,5,1,3,9,78,516,0,112,42,2,7,24,5,1,3,20,668,664,4,48,1,585,6,405,0,0.007585335018963337,1,2015-06-12 18:15:00,1434132900,6,10,0,41
795,1774,270,3094,4,16,0,174,1.31393469123828,205,2069,0,596,140,49,23,5,6,0,0,7,205,2069,0,596,140,49,23,5,6,0,0,11,2894,2876,18,14,1,2455,7,963,0,0.0022624434389140274,1,2015-06-12 18:20:00,1434133200,4,7,0,46
796,279,1603,2311,7,12,0,54,1.2909090909090908,94,1679,0,372,127,22,7,8,1,0,0,7,94,1679,0,372,127,22,7,8,1,0,0,18,2217,2196,21,21,1,2144,8,534,0,0.0034617048896581565,1,2015-06-12 18:25:00,1434133500,5,8,0,76
797,121,612,1007,5,11,0,37,3.808341608738828,64,252,0,129,32,3,2,500,21,0,0,15,64,252,0,129,32,3,2,500,21,0,0,13,898,885,13,59,0,791,9,485,0,0.008937437934458791,1,2015-06-12 18:30:00,1434133800,5,8,0,56
798,44,134,420,6,14,0,34,1.6201923076923077,55,164,0,138,29,19,3,1,6,1,0,8,55,164,0,138,29,19,3,1,6,1,0,8,331,320,11,43,4,287,11,288,0,0.02619047619047619,1,2015-06-12 18:35:00,1434134100,5,10,0,33
799,102,46,365,4,13,0,47,1.6807909604519775,53,188,0,55,17,4,10,23,0,2,0,13,53,188,0,55,17,4,10,23,0,2,0,5,260,259,1,42,11,205,11,257,0,0.030136986301369864,2,2015-06-12 18:40:00,1434134400,4,8,0,52
800,145,201,637,4,13,0,63,1.7861736334405145,75,306,0,137,19,31,24,14,6,2,0,11,75,306,0,137,19,31,24,14,6,2,0,7,456,452,4,96,15,381,6,341,0,0.009389671361502348,1,2015-06-12 18:45:00,1434134700,4,8,0,90
801,103,456,779,12,20,0,44,1.4035989717223651,64,545,0,67,64,9,12,6,5,0,6,9,64,545,0,67,64,9,12,6,5,0,6,12,687,679,8,35,1,601,13,353,0,0.016688061617458283,1,2015-06-12 18:50:00,1434135000,5,9,0,33
802,247,109,1079,4,18,0,91,1.2116991643454038,107,857,0,55,8,8,18,10,5,2,0,12,107,857,0,55,8,8,18,10,5,2,0,10,934,929,5,42,2,606,5,435,0,0.0046339202965708995,1,2015-06-12 18:55:00,1434135300,4,8,0,86
803,103,186,564,3,11,0,113,1.0142348754448398,130,350,0,51,14,11,5,0,1,0,0,7,130,350,0,51,14,11,5,0,1,0,0,7,415,405,10,27,2,372,5,275,0,0.008865248226950355,1,2015-06-12 19:00:00,1434135600,3,9,0,26
804,58,146,664,5,14,0,48,1.8208,60,339,0,112,40,30,5,8,1,15,15,9,60,339,0,112,40,30,5,8,1,15,15,6,542,537,5,29,39,425,8,363,0,0.012048192771084338,2,2015-06-12 19:05:00,1434135900,5,10,0,70
805,107,96,621,5,13,0,159,1.3612903225806452,170,269,0,73,55,28,16,1,1,6,0,11,170,269,0,73,55,28,16,1,1,6,0,5,402,396,6,54,1,351,4,361,0,0.0064412238325281795,1,2015-06-12 19:10:00,1434136200,4,8,0,63
806,148,136,836,5,18,0,158,1.2673860911270982,187,450,0,104,51,11,10,8,3,9,0,11,187,450,0,104,51,11,10,8,3,9,0,10,598,579,19,68,2,535,3,424,0,0.0035885167464114838,1,2015-06-12 19:15:00,1434136500,5,9,0,50
807,115,72,971,4,12,0,138,1.1365046535677352,205,635,0,65,22,2,6,5,26,0,0,18,205,635,0,65,22,2,6,5,26,0,0,3,808,744,64,18,4,589,2,419,0,0.0020597322348094747,1,2015-06-12 19:20:00,1434136800,4,8,0,89
808,94,231,1286,5,14,0,511,0.9828526890101325,555,444,0,171,77,13,7,5,1,0,0,12,555,444,0,171,77,13,7,5,1,0,0,9,723,689,34,40,3,1022,13,646,0,0.01010886469673406,1,2015-06-12 19:25:00,1434137100,5,8,0,49
809,213,114,616,4,18,0,48,1.9902280130293157,56,294,0,149,13,29,26,16,27,0,0,15,56,294,0,149,13,29,26,16,27,0,0,7,526,525,1,33,2,293,14,305,0,0.022727272727272728,1,2015-06-12 19:30:00,1434137400,4,10,0,109
810,126,145,431,3,13,0,38,1.6948356807511735,45,178,0,161,9,5,6,9,13,0,0,7,45,178,0,161,9,5,6,9,13,0,0,7,358,358,0,23,5,258,11,248,0,0.025522041763341063,1,2015-06-12 19:35:00,1434137700,3,9,0,44
811,161,122,1250,4,22,0,91,1.189102564102564,162,852,0,159,29,32,9,3,0,0,0,18,162,852,0,159,29,32,9,3,0,0,0,9,1126,1064,62,22,2,641,17,464,0,0.0136,2,2015-06-12 19:40:00,1434138000,4,11,0,37
812,130,114,567,2,14,0,114,1.5354609929078014,122,248,8,98,39,39,4,3,1,0,0,13,122,248,8,98,39,39,4,3,1,0,0,5,413,411,2,32,3,320,8,287,0,0.014109347442680775,1,2015-06-12 19:45:00,1434138300,2,8,0,48
813,124,55,342,5,25,0,34,2.1700879765395893,39,190,1,39,13,4,10,5,19,16,0,19,39,190,1,39,13,4,10,5,19,16,0,4,289,288,1,14,1,205,7,245,0,0.02046783625730994,1,2015-06-12 19:50:00,1434138600,4,9,0,30
814,73,98,538,4,9,0,73,1.324022346368715,82,290,0,115,29,10,6,1,4,0,0,7,82,290,0,115,29,10,6,1,4,0,0,6,425,422,3,33,1,365,2,269,0,0.0037174721189591076,1,2015-06-12 19:55:00,1434138900,4,7,0,25
815,606,166,1279,7,17,0,62,1.7349491790461298,73,691,0,286,125,32,28,37,1,0,0,16,73,691,0,286,125,32,28,37,1,0,0,8,1184,1181,3,25,0,653,44,587,0,0.03440187646598905,2,2015-06-12 20:00:00,1434139200,6,8,0,44
816,274,194,1138,4,18,0,62,1.6399647887323945,88,690,2,193,39,75,5,2,37,1,0,12,88,690,2,193,39,75,5,2,37,1,0,4,1006,984,22,64,2,630,51,512,0,0.04481546572934974,1,2015-06-12 20:05:00,1434139500,4,9,0,137
817,96,307,634,6,16,0,19,2.0695102685624014,24,275,8,178,85,21,17,1,23,1,0,10,24,275,8,178,85,21,17,1,23,1,0,0,522,517,5,92,1,476,2,351,0,0.003154574132492113,1,2015-06-12 20:10:00,1434139800,6,7,0,32
818,87,136,682,3,15,0,79,1.5764705882352938,84,377,0,116,63,9,8,0,0,20,0,13,84,377,0,116,63,9,8,0,0,20,0,2,562,560,2,37,2,389,4,238,0,0.0058651026392961885,1,2015-06-12 20:15:00,1434140100,3,9,0,44
819,229,79,640,5,20,0,51,1.9122257053291536,61,292,2,144,67,43,10,4,0,3,0,15,61,292,2,144,67,43,10,4,0,3,0,5,536,532,4,46,2,378,7,382,0,0.0109375,1,2015-06-12 20:20:00,1434140400,5,8,0,61
820,207,174,841,5,15,0,100,1.5243757431629013,119,468,0,145,50,14,11,10,13,6,0,13,119,468,0,145,50,14,11,10,13,6,0,10,681,672,9,50,0,429,15,375,0,0.0178359096313912,2,2015-06-12 20:25:00,1434140700,5,9,0,153
821,722,287,1614,9,17,0,95,1.5524344569288389,110,968,0,313,94,57,23,27,1,3,0,13,110,968,0,313,94,57,23,27,1,3,0,8,1410,1403,7,89,12,879,10,551,0,0.006195786864931847,1,2015-06-12 20:30:00,1434141000,3,8,0,93
822,231,223,758,3,18,0,45,1.8150594451783355,50,388,0,204,29,24,18,7,36,0,0,11,50,388,0,204,29,24,18,7,36,0,0,2,656,655,1,54,1,424,3,278,0,0.00395778364116095,1,2015-06-12 20:35:00,1434141300,3,9,0,57
823,138,74,463,2,16,0,43,1.7056277056277056,65,195,0,122,41,16,7,6,7,0,0,15,65,195,0,122,41,16,7,6,7,0,0,17,330,325,5,72,1,265,2,313,0,0.0043196544276457895,1,2015-06-12 20:40:00,1434141600,2,8,0,89
824,188,247,886,7,13,0,57,1.6693091732729333,61,449,0,230,103,10,6,2,9,11,0,12,61,449,0,230,103,10,6,2,9,11,0,4,731,731,0,91,3,505,7,422,0,0.007900677200902935,1,2015-06-12 20:45:00,1434141900,4,11,0,58
825,167,105,680,6,11,0,61,1.5442477876106195,87,316,0,179,37,39,17,1,1,1,0,8,87,316,0,179,37,39,17,1,1,1,0,17,578,569,9,22,2,405,1,286,0,0.0014705882352941176,1,2015-06-12 20:50:00,1434142200,5,8,0,28
