,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,class,dups,edit_distance_avg,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_10,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_dict_7,edit_distance_dict_8,edit_distance_dict_9,edit_distance_max,edit_distance_unique_dict_0,edit_distance_unique_dict_1,edit_distance_unique_dict_10,edit_distance_unique_dict_2,edit_distance_unique_dict_3,edit_distance_unique_dict_4,edit_distance_unique_dict_5,edit_distance_unique_dict_6,edit_distance_unique_dict_7,edit_distance_unique_dict_8,edit_distance_unique_dict_9,flaps,imp_wd,imp_wd_dpath,imp_wd_spath,nadas,news,nlri_ann,number_rare_ases,origin_0,origin_changes,rare_ases_avg,rare_ases_max,timestamp,timestamp2,unique_as_path_avg,unique_as_path_max,wd_dups,withdrawals
102,908,587,2010,4,14,0,169,1.2954091816367266,261,1199,0,400,107,11,2,21,0,0,0,32,261,1199,0,400,107,11,2,21,0,0,0,7,1777,1693,84,51,6,792,48,831,0,0.023880597014925373,3,2015-06-10 08:35:00,1433925300,4,9,0,33
103,264,184,817,4,13,0,86,1.6109725685785536,119,361,0,152,89,60,14,0,6,1,0,8,119,361,0,152,89,60,14,0,6,1,0,11,684,662,22,21,15,486,21,373,0,0.025703794369645042,3,2015-06-10 08:40:00,1433925600,4,9,0,56
104,123,98,696,7,10,0,49,1.0992805755395685,241,244,0,160,29,12,4,0,1,2,1,13,241,244,0,160,29,12,4,0,1,2,1,13,586,408,178,47,1,519,17,303,0,0.02442528735632184,2,2015-06-10 08:45:00,1433925900,5,10,0,54
105,116,230,922,7,15,0,193,1.3133841131664854,392,236,0,125,88,9,15,50,1,0,0,13,392,236,0,125,88,9,15,50,1,0,0,5,679,486,193,42,3,720,67,442,0,0.07266811279826464,2,2015-06-10 08:50:00,1433926200,3,9,0,40
106,933,514,2245,10,21,0,144,1.3592146363230702,155,1535,0,420,49,12,4,50,0,9,1,18,155,1535,0,420,49,12,4,50,0,9,1,6,2068,2063,5,23,4,1805,62,783,0,0.027616926503340758,2,2015-06-10 08:55:00,1433926500,7,9,0,14
107,198,300,1057,7,19,0,157,1.2535477767265846,183,624,1,158,59,14,11,0,0,1,1,18,183,624,1,158,59,14,11,0,0,1,1,4,887,865,22,9,0,722,11,325,0,0.010406811731315043,2,2015-06-10 09:00:00,1433926800,7,8,0,32
108,227,231,868,4,13,0,141,2.1087719298245613,146,313,0,86,154,23,123,3,0,1,3,32,146,313,0,86,154,23,123,3,0,1,3,4,697,696,1,13,13,545,17,352,0,0.0195852534562212,2,2015-06-10 09:05:00,1433927100,4,9,0,104
109,244,341,992,4,10,0,137,1.7636363636363637,146,468,0,197,34,17,67,55,3,1,1,11,146,468,0,197,34,17,67,55,3,1,1,7,748,746,2,98,2,636,26,395,0,0.02620967741935484,3,2015-06-10 09:10:00,1433927400,4,9,0,33
110,105,197,764,8,14,0,142,1.1133069828722002,176,418,0,104,40,14,1,5,0,1,0,8,176,418,0,104,40,14,1,5,0,1,0,10,559,535,24,48,5,486,19,331,0,0.024869109947643974,3,2015-06-10 09:15:00,1433927700,8,8,0,120
111,110,100,667,4,14,0,125,1.1921921921921923,176,314,0,125,19,16,2,9,1,2,0,11,176,314,0,125,19,16,2,9,1,2,0,11,503,463,40,27,1,461,13,360,0,0.019490254872563718,2,2015-06-10 09:20:00,1433928000,4,9,0,26
112,264,218,962,5,30,0,211,1.7156448202959833,227,240,0,321,105,12,3,10,14,1,3,17,227,240,0,321,105,12,3,10,14,1,3,4,711,699,12,20,16,611,24,479,0,0.02494802494802495,2,2015-06-10 09:25:00,1433928300,4,9,0,70
113,245,153,1299,9,11,0,82,1.6067848882035467,93,830,0,184,27,53,84,15,6,4,1,9,93,830,0,184,27,53,84,15,6,4,1,6,1176,1172,4,33,2,730,34,409,0,0.02617397998460354,3,2015-06-10 09:30:00,1433928600,9,9,0,291
114,219,182,783,5,14,0,110,1.6701030927835052,119,383,1,143,56,15,23,21,4,1,0,12,119,383,1,143,56,15,23,21,4,1,0,3,609,603,6,54,7,484,23,375,0,0.029374201787994887,2,2015-06-10 09:35:00,1433928900,5,8,0,61
115,194,149,584,5,21,0,52,1.6608996539792389,80,315,0,108,23,22,13,1,0,3,0,15,80,315,0,108,23,22,13,1,0,3,0,13,487,472,15,26,6,296,9,311,0,0.015410958904109588,2,2015-06-10 09:40:00,1433929200,5,8,0,46
116,196,294,969,4,30,0,108,1.6049638055842812,136,542,4,149,61,31,4,11,6,12,0,23,136,542,4,149,61,31,4,11,6,12,0,18,811,801,10,30,2,652,19,498,0,0.0196078431372549,3,2015-06-10 09:45:00,1433929500,4,9,0,84
117,449,243,1020,5,26,0,62,2.594488188976378,79,465,2,237,72,21,18,10,3,2,2,23,79,465,2,237,72,21,18,10,3,2,2,13,906,903,3,35,4,575,8,392,0,0.007843137254901959,1,2015-06-10 09:50:00,1433929800,4,8,0,80
118,1587,638,4396,5,17,0,220,1.2700913242009133,238,3342,3,481,155,120,13,15,6,0,0,13,238,3342,3,481,155,120,13,15,6,0,0,18,4066,4066,0,76,16,3267,358,1403,0,0.08143767060964513,3,2015-06-10 09:55:00,1433930100,5,8,0,94
119,199,971,2408,6,15,0,59,1.8428274428274432,66,1669,3,319,151,35,11,10,38,1,5,12,66,1669,3,319,151,35,11,10,38,1,5,5,2266,2264,2,75,3,2116,12,762,0,0.0049833887043189366,2,2015-06-10 10:00:00,1433930400,4,7,0,73
120,176,221,710,5,15,0,77,1.4065620542082742,95,337,1,211,38,6,6,4,2,0,0,11,95,337,1,211,38,6,6,4,2,0,0,2,572,556,16,50,9,403,9,303,0,0.01267605633802817,1,2015-06-10 10:05:00,1433930700,5,8,0,18
121,303,278,833,6,17,0,55,2.221014492753623,65,364,0,221,97,15,3,5,0,1,0,13,65,364,0,221,97,15,3,5,0,1,0,8,746,744,2,19,5,421,18,358,0,0.021608643457382955,2,2015-06-10 10:10:00,1433931000,5,8,0,44
122,110,119,447,3,12,0,63,1.7562076749435669,80,132,0,130,60,16,9,15,1,0,0,7,80,132,0,130,60,16,9,15,1,0,0,15,338,336,2,27,4,268,18,262,0,0.040268456375838924,2,2015-06-10 10:15:00,1433931300,3,9,0,57
123,134,126,475,5,15,0,64,1.6963906581740975,78,206,1,84,56,12,18,12,1,1,0,11,78,206,1,84,56,12,18,12,1,1,0,12,354,353,1,41,4,308,6,281,0,0.01263157894736842,2,2015-06-10 10:20:00,1433931600,5,10,0,33
124,279,240,722,6,10,0,41,1.790277777777778,70,319,0,137,149,21,5,1,14,3,0,12,70,319,0,137,149,21,5,1,14,3,0,28,597,597,0,54,2,391,17,338,0,0.023545706371191136,2,2015-06-10 10:25:00,1433931900,6,7,0,86
125,205,185,768,3,11,0,73,1.4373368146214098,110,383,0,122,133,15,3,0,0,0,0,5,110,383,0,122,133,15,3,0,0,0,0,33,613,609,4,47,2,361,14,313,0,0.018229166666666668,2,2015-06-10 10:30:00,1433932200,3,8,0,67
126,106,242,889,4,11,0,210,1.1029748283752858,250,387,4,190,26,11,4,0,1,1,0,10,250,387,4,190,26,11,4,0,1,1,0,5,636,602,34,23,15,655,47,499,0,0.05286839145106861,2,2015-06-10 10:35:00,1433932500,4,8,0,44
127,505,308,1489,14,14,0,111,1.478494623655914,126,856,3,343,95,6,52,1,1,1,3,11,126,856,3,343,95,6,52,1,1,1,3,6,1352,1343,9,19,1,711,37,506,0,0.02484889187374076,2,2015-06-10 10:40:00,1433932800,6,8,0,51
128,437,432,1367,5,15,0,115,1.749817117776152,132,731,1,257,80,63,52,30,2,0,9,11,132,731,1,257,80,63,52,30,2,0,9,11,1181,1176,5,60,0,697,17,450,0,0.012435991221653257,2,2015-06-10 10:45:00,1433933100,4,9,0,71
129,302,261,918,4,14,0,81,2.0076670317634173,96,411,0,208,21,92,10,5,65,5,0,8,96,411,0,208,21,92,10,5,65,5,0,10,792,787,5,30,5,496,20,363,0,0.02178649237472767,2,2015-06-10 10:50:00,1433933400,4,8,0,67
130,243,188,1177,4,17,0,53,1.6452991452991452,64,736,9,209,66,24,3,55,0,2,0,13,64,736,9,209,66,24,3,55,0,2,0,8,1040,1037,3,69,7,579,23,396,0,0.01954120645709431,3,2015-06-10 10:55:00,1433933700,4,8,0,78
131,205,218,918,3,15,0,79,1.7980241492864983,89,514,2,87,111,25,12,63,5,3,0,10,89,514,2,87,111,25,12,63,5,3,0,5,771,767,4,56,7,588,23,392,0,0.02505446623093682,3,2015-06-10 11:00:00,1433934000,3,9,0,66
132,218,166,1012,4,34,0,98,1.4975222993062438,132,662,0,107,68,12,5,11,2,0,1,32,132,662,0,107,68,12,5,11,2,0,1,27,849,843,6,35,3,613,33,424,0,0.03260869565217391,3,2015-06-10 11:05:00,1433934300,4,8,0,119
133,117,101,611,4,15,0,74,1.2611570247933883,115,323,0,120,21,10,8,6,0,1,0,13,115,323,0,120,21,10,8,6,0,1,0,23,468,451,17,40,6,434,28,285,0,0.045826513911620285,2,2015-06-10 11:10:00,1433934600,4,9,0,66
134,281,228,1066,5,20,0,214,2.449056603773585,238,359,17,119,69,16,44,136,34,0,13,12,238,359,17,119,69,16,44,136,34,0,13,21,738,735,3,87,6,666,17,460,0,0.01594746716697936,2,2015-06-10 11:15:00,1433934900,5,8,0,58
135,562,359,1904,4,20,0,112,2.6928759894459104,154,654,14,426,112,116,117,145,111,23,9,13,154,654,14,426,112,116,117,145,111,23,9,25,1442,1425,17,316,9,1202,30,618,0,0.015756302521008403,4,2015-06-10 11:20:00,1433935200,4,9,0,60
136,139,257,801,2,15,0,31,1.71356783919598,57,424,0,170,79,15,45,0,3,0,0,32,57,424,0,170,79,15,45,0,3,0,0,12,713,700,13,40,5,505,16,380,0,0.019975031210986267,2,2015-06-10 11:25:00,1433935500,2,9,0,71
137,235,1120,1910,6,15,0,40,1.3310562270099842,51,1385,0,282,168,9,5,2,1,0,0,7,51,1385,0,282,168,9,5,2,1,0,0,9,1833,1832,1,21,7,1554,30,560,0,0.015706806282722512,2,2015-06-10 11:30:00,1433935800,6,8,0,48
138,157,173,743,4,22,0,32,1.7074829931972788,35,400,0,201,46,15,7,12,15,1,2,17,35,400,0,201,46,15,7,12,15,1,2,2,667,667,0,34,8,456,20,356,0,0.026917900403768503,2,2015-06-10 11:35:00,1433936100,4,8,0,56
139,308,285,985,7,22,0,77,1.9397959183673468,85,417,0,195,146,107,8,12,3,1,1,18,85,417,0,195,146,107,8,12,3,1,1,2,869,863,6,32,5,522,41,444,0,0.0416243654822335,2,2015-06-10 11:40:00,1433936400,7,8,0,69
140,323,243,1109,4,16,0,85,1.4285714285714286,106,696,1,171,97,4,2,15,2,7,2,13,106,696,1,171,97,4,2,15,2,7,2,19,959,957,2,43,3,482,12,420,0,0.010820559062218215,2,2015-06-10 11:45:00,1433936700,4,7,0,85
141,222,262,904,5,20,0,114,1.6607538802660753,142,463,1,118,98,15,25,22,1,8,3,16,142,463,1,118,98,15,25,22,1,8,3,21,675,668,7,92,2,556,21,978,0,0.023230088495575226,2,2015-06-10 11:50:00,1433937000,5,9,0,46
142,235,246,915,5,18,0,85,2.0010964912280698,109,418,0,187,85,46,18,14,5,10,1,17,109,418,0,187,85,46,18,14,5,10,1,21,721,719,2,85,3,466,11,398,0,0.012021857923497269,1,2015-06-10 11:55:00,1433937300,5,10,0,81
143,92,156,570,4,19,0,59,1.4814159292035398,114,276,0,61,88,13,2,0,3,4,1,17,114,276,0,61,88,13,2,0,3,4,1,27,440,412,28,39,5,383,13,341,0,0.02280701754385965,2,2015-06-10 12:00:00,1433937600,4,9,0,69
144,198,90,589,7,12,0,53,1.7789661319073085,90,226,0,95,80,41,13,6,3,7,0,8,90,226,0,95,80,41,13,6,3,7,0,4,478,446,32,26,28,413,10,304,0,0.01697792869269949,1,2015-06-10 12:05:00,1433937900,6,9,0,57
145,536,550,1619,4,16,0,169,2.2301488833746896,204,543,0,250,408,68,56,15,4,14,2,11,204,543,0,250,408,68,56,15,4,14,2,18,1306,1289,17,119,7,1048,39,654,0,0.024088943792464484,2,2015-06-10 12:10:00,1433938200,4,8,0,85
146,607,365,2121,4,19,0,231,1.7562588568729334,258,819,0,641,232,82,19,25,6,32,2,32,258,819,0,641,232,82,19,25,6,32,2,12,1812,1797,15,62,4,1241,24,778,0,0.011315417256011316,2,2015-06-10 12:15:00,1433938500,4,8,0,164
147,338,239,1022,4,18,0,130,1.7823470411233702,148,371,1,266,85,89,4,18,10,0,0,11,148,371,1,266,85,89,4,18,10,0,0,12,804,799,5,51,25,519,24,519,0,0.02348336594911937,2,2015-06-10 12:20:00,1433938800,4,10,0,62
148,296,257,882,4,16,0,82,1.7309007981755986,97,329,0,309,65,45,11,10,7,4,0,8,97,329,0,309,65,45,11,10,7,4,0,9,725,719,6,61,5,503,44,512,0,0.049886621315192746,2,2015-06-10 12:25:00,1433939100,4,9,0,106
149,879,279,1893,4,12,0,444,1.1148755955532028,471,949,0,318,108,33,2,4,1,3,0,8,471,949,0,318,108,33,2,4,1,3,0,15,1354,1343,11,76,4,1462,83,726,0,0.04384574749075541,2,2015-06-10 12:30:00,1433939400,3,8,0,58
150,405,255,1147,4,20,0,51,1.4205933682373473,121,692,0,189,69,48,19,4,1,2,0,17,121,692,0,189,69,48,19,4,1,2,0,18,1007,955,52,70,1,598,22,479,0,0.019180470793374017,3,2015-06-10 12:35:00,1433939700,4,9,0,220
151,74,129,379,6,22,0,24,1.6816976127320955,36,189,0,84,43,15,2,4,0,2,0,20,36,189,0,84,43,15,2,4,0,2,0,9,271,269,2,73,2,256,14,263,0,0.03693931398416887,2,2015-06-10 12:40:00,1433940000,6,9,0,60
152,177,250,945,4,20,0,116,1.3467656415694589,199,482,0,138,74,33,1,3,0,3,0,12,199,482,0,138,74,33,1,3,0,3,0,28,619,565,54,180,2,617,7,416,0,0.007407407407407408,1,2015-06-10 12:45:00,1433940300,4,9,0,86
153,123,107,398,9,20,0,54,1.9521410579345089,65,146,0,93,48,12,6,13,5,4,1,20,65,146,0,93,48,12,6,13,5,4,1,9,296,294,2,38,1,255,6,236,0,0.01507537688442211,1,2015-06-10 12:50:00,1433940600,5,8,0,15
154,144,104,409,6,13,0,39,1.623152709359606,44,192,0,106,37,14,0,5,6,2,0,8,44,192,0,106,37,14,0,5,6,2,0,2,330,327,3,35,3,252,23,267,0,0.05623471882640587,3,2015-06-10 12:55:00,1433940900,6,8,0,52
155,260,176,935,4,18,0,117,1.4518201284796577,136,511,0,158,60,25,35,1,3,3,1,14,136,511,0,158,60,25,35,1,3,3,1,9,732,723,9,76,1,476,18,461,0,0.019251336898395727,2,2015-06-10 13:00:00,1433941200,4,8,0,187
156,327,258,1385,5,22,0,101,1.3802612481857766,115,818,0,365,44,12,4,8,5,4,0,17,115,818,0,365,44,12,4,8,5,4,0,7,1152,1145,7,118,7,643,20,573,0,0.01444043321299639,2,2015-06-10 13:05:00,1433941500,3,9,0,161
157,155,96,830,4,14,0,105,1.7956204379562044,145,376,0,105,34,90,43,10,4,13,1,12,145,376,0,105,34,90,43,10,4,13,1,15,671,646,25,31,8,470,36,422,0,0.04337349397590362,2,2015-06-10 13:10:00,1433941800,4,8,0,61
158,291,209,1279,6,14,0,223,2.052755905511811,271,513,0,125,87,85,97,10,9,24,48,11,271,513,0,125,87,85,97,10,9,24,48,11,906,870,36,130,9,771,22,501,0,0.017200938232994525,2,2015-06-10 13:15:00,1433942100,5,9,0,186
159,1049,183,2139,7,21,0,125,1.5660112359550562,141,1230,1,402,283,42,14,8,1,3,1,19,141,1230,1,402,283,42,14,8,1,3,1,8,1894,1886,8,109,3,1712,335,925,0,0.1566152407667134,3,2015-06-10 13:20:00,1433942400,5,9,0,111
160,115,947,1460,19,21,0,55,1.6636863823933976,74,753,0,335,236,28,14,7,2,0,3,12,74,753,0,335,236,28,14,7,2,0,3,17,1244,1242,2,138,6,1271,16,661,0,0.010958904109589041,2,2015-06-10 13:25:00,1433942700,6,9,0,55
161,130,68,526,4,21,0,58,1.7605363984674332,107,201,0,125,31,9,14,9,5,11,9,11,107,201,0,125,31,9,14,9,5,11,9,44,386,382,4,34,4,231,17,326,0,0.03231939163498099,2,2015-06-10 13:30:00,1433943000,4,7,0,56
162,170,599,1469,4,27,0,65,1.3715064758009543,102,1015,0,207,81,19,15,24,1,1,0,19,102,1015,0,207,81,19,15,24,1,1,0,9,1331,1305,26,62,2,912,14,500,0,0.009530292716133423,2,2015-06-10 13:35:00,1433943300,4,9,0,104
163,96,325,867,6,17,0,87,1.4837962962962965,132,473,0,164,35,21,10,3,9,6,8,15,132,473,0,164,35,21,10,3,9,6,8,3,746,704,42,28,3,605,14,352,0,0.016147635524798153,2,2015-06-10 13:40:00,1433943600,6,9,0,27
164,170,105,764,5,15,0,80,1.6294820717131475,88,378,0,155,77,14,26,10,0,1,0,15,88,378,0,155,77,14,26,10,0,1,0,5,652,649,3,16,11,468,17,305,0,0.02225130890052356,2,2015-06-10 13:45:00,1433943900,3,9,0,95
165,187,100,806,3,20,0,51,1.4291091593475531,58,485,0,175,45,9,24,0,0,0,0,13,58,485,0,175,45,9,24,0,0,0,0,5,653,651,2,88,9,509,19,342,0,0.02357320099255583,3,2015-06-10 13:50:00,1433944200,2,11,0,35
166,91,147,611,6,14,0,72,1.5493421052631582,114,290,0,122,31,8,1,38,0,0,0,17,114,290,0,122,31,8,1,38,0,0,0,2,521,482,39,13,3,408,12,341,0,0.019639934533551555,2,2015-06-10 13:55:00,1433944500,4,11,0,49
167,192,254,1012,4,10,0,65,1.5986124876114964,131,551,2,159,66,29,38,22,0,11,0,10,131,551,2,159,66,29,38,22,0,11,0,32,859,827,32,53,3,723,17,524,0,0.016798418972332016,2,2015-06-10 14:00:00,1433944800,4,8,0,72
168,117,64,567,4,12,0,39,1.4222614840989398,69,278,0,169,37,1,8,0,0,2,2,9,69,278,0,169,37,1,8,0,0,2,2,23,465,461,4,39,1,346,36,369,0,0.06349206349206349,2,2015-06-10 14:05:00,1433945100,4,9,0,83
169,144,229,723,4,15,0,64,1.6330532212885154,102,292,0,200,58,39,11,4,1,5,2,9,102,292,0,200,58,39,11,4,1,5,2,10,512,485,27,128,9,498,16,355,0,0.022130013831258646,1,2015-06-10 14:10:00,1433945400,4,9,0,89
170,86,50,1238,4,11,0,114,1.3317112733171128,205,556,0,415,27,6,5,15,0,0,4,9,205,556,0,415,27,6,5,15,0,0,4,5,1090,1008,82,24,5,666,21,252,0,0.016962843295638127,2,2015-06-10 14:15:00,1433945700,4,9,0,461
171,76,82,707,3,11,0,22,1.8887303851640516,32,143,0,474,29,6,6,1,2,0,8,9,32,143,0,474,29,6,6,1,2,0,8,9,271,270,1,399,6,580,15,230,0,0.021216407355021217,2,2015-06-10 14:20:00,1433946000,3,8,0,36
172,101,103,414,3,12,0,37,2.1042183622828783,52,170,0,56,64,12,11,18,7,3,10,9,52,170,0,56,64,12,11,18,7,3,10,4,324,313,11,38,11,247,9,254,0,0.021739130434782608,2,2015-06-10 14:25:00,1433946300,3,8,0,42
173,157,190,1768,3,13,0,72,1.414066931366988,434,381,1,820,87,27,2,2,4,2,3,10,434,381,1,820,87,27,2,2,4,2,3,339,1246,1225,21,106,5,840,40,391,0,0.022624434389140267,3,2015-06-10 14:30:00,1433946600,3,9,0,410
174,126,76,457,4,11,0,44,1.1651785714285714,107,204,1,115,13,4,1,3,0,0,0,10,107,204,1,115,13,4,1,3,0,0,0,11,367,317,50,26,9,324,11,237,0,0.02396514161220044,2,2015-06-10 14:35:00,1433946900,4,8,0,30
175,126,120,567,6,14,0,77,1.6065573770491803,132,249,0,47,56,13,15,23,7,6,1,9,132,249,0,47,56,13,15,23,7,6,1,24,420,390,30,28,18,368,13,301,0,0.02292768959435626,3,2015-06-10 14:40:00,1433947200,5,8,0,114
176,166,290,915,4,20,0,53,2.0355951056729698,100,341,0,214,50,139,25,3,5,21,1,9,100,341,0,214,50,139,25,3,5,21,1,22,726,702,24,98,16,540,16,444,0,0.01748633879781421,2,2015-06-10 14:45:00,1433947500,4,8,0,68
177,172,182,1795,4,17,0,148,1.2969187675070029,158,1245,0,181,139,53,1,2,2,0,2,15,158,1245,0,181,139,53,1,2,2,0,2,4,1599,1594,5,34,10,942,14,453,0,0.007799442896935933,2,2015-06-10 14:50:00,1433947800,4,8,0,55
178,294,249,1107,6,15,0,242,1.2132486388384756,271,608,1,74,109,5,10,10,7,4,0,11,271,608,1,74,109,5,10,10,7,4,0,11,816,798,18,33,5,487,15,359,0,0.013550135501355014,2,2015-06-10 14:55:00,1433948100,6,8,0,76
179,103,79,472,4,15,0,36,1.2966101694915255,52,309,0,74,12,15,5,2,2,1,0,8,52,309,0,74,12,15,5,2,2,1,0,12,382,378,4,42,0,284,19,293,0,0.04025423728813559,2,2015-06-10 15:00:00,1433948400,4,9,0,58
180,123,110,416,6,16,0,33,1.858190709046455,46,163,0,122,37,11,8,10,6,2,2,11,46,163,0,122,37,11,8,10,6,2,2,9,341,338,3,26,7,260,18,255,0,0.04326923076923077,3,2015-06-10 15:05:00,1433948700,6,9,0,36
181,113,109,480,4,15,0,49,1.318565400843882,57,298,0,81,22,3,6,4,1,0,0,13,57,298,0,81,22,3,6,4,1,0,0,4,384,381,3,37,6,256,23,318,0,0.04791666666666667,3,2015-06-10 15:10:00,1433949000,4,9,0,48
182,141,148,518,8,15,0,65,1.5019607843137257,74,294,6,59,51,6,4,15,1,0,0,10,74,294,6,59,51,6,4,15,1,0,0,3,401,395,6,41,8,335,10,255,0,0.019305019305019305,1,2015-06-10 15:15:00,1433949300,8,9,0,35
183,168,89,538,4,15,0,35,1.6182495344506518,53,261,0,143,40,12,19,4,5,0,0,7,53,261,0,143,40,12,19,4,5,0,0,17,448,447,1,37,1,377,7,280,0,0.013011152416356878,2,2015-06-10 15:20:00,1433949600,4,7,0,110
184,135,89,428,7,15,0,34,1.6279620853080567,46,244,0,57,26,19,14,10,3,3,0,8,46,244,0,57,26,19,14,10,3,3,0,5,367,361,6,16,6,280,12,231,0,0.02803738317757009,2,2015-06-10 15:25:00,1433949900,7,8,0,63
185,1057,947,3317,4,26,0,527,2.832830416415208,538,1409,134,285,225,99,149,74,30,215,3,19,538,1409,134,285,225,99,149,74,30,215,3,7,2722,2719,3,58,3,1174,14,918,0,0.004220681338558939,3,2015-06-10 15:30:00,1433950200,4,9,0,71
186,305,212,1262,10,20,0,170,1.9063492063492065,190,362,0,501,50,35,20,83,10,4,4,12,190,362,0,501,50,35,20,83,10,4,4,18,984,982,2,88,2,928,10,346,0,0.00792393026941363,2,2015-06-10 15:35:00,1433950500,6,9,0,51
187,346,334,1283,5,20,0,87,3.1065830721003134,99,640,26,147,45,42,18,85,16,6,1,13,99,640,26,147,45,42,18,85,16,6,1,5,932,925,7,252,7,689,14,518,0,0.010911925175370226,2,2015-06-10 15:40:00,1433950800,5,8,0,217
188,130,88,465,8,11,0,97,1.4523809523809523,116,212,0,68,22,14,4,11,8,4,3,9,116,212,0,68,22,14,4,11,8,4,3,11,322,314,8,32,3,281,6,294,0,0.012903225806451613,2,2015-06-10 15:45:00,1433951100,4,8,0,75
189,85,115,551,3,17,0,136,1.325,155,211,3,81,21,38,4,5,0,0,1,12,155,211,3,81,21,38,4,5,0,0,1,16,321,320,1,47,31,363,11,230,0,0.019963702359346643,2,2015-06-10 15:50:00,1433951400,3,9,0,37
190,93,98,444,8,13,0,79,1.5727272727272728,91,200,0,79,19,14,8,22,7,0,0,7,91,200,0,79,19,14,8,22,7,0,0,5,329,322,7,27,4,292,38,296,0,0.08558558558558559,2,2015-06-10 15:55:00,1433951700,4,7,0,37
191,387,190,1393,2,14,0,478,1.0229720028715004,532,528,0,216,47,38,26,3,1,1,1,9,532,528,0,216,47,38,26,3,1,1,1,1,887,834,53,27,0,771,70,866,0,0.05025125628140704,2,2015-06-10 16:00:00,1433952000,2,8,0,66
192,576,466,2061,3,16,0,412,1.7275376396308888,440,786,0,279,269,113,118,34,7,10,2,13,440,786,0,279,269,113,118,34,7,10,2,6,1564,1542,22,77,2,912,38,1019,0,0.018437651625424552,1,2015-06-10 16:05:00,1433952300,3,8,0,100
193,325,295,1175,4,16,0,41,1.7079419299743808,54,626,0,307,100,34,28,3,10,3,1,14,54,626,0,307,100,34,28,3,10,3,1,7,1042,1036,6,81,4,868,14,462,0,0.011914893617021277,2,2015-06-10 16:10:00,1433952600,4,9,0,83
194,288,104,820,2,16,0,93,1.5131233595800524,107,359,0,160,116,1,5,8,2,1,3,9,107,359,0,160,116,1,5,8,2,1,3,6,642,634,8,21,58,486,29,311,0,0.03536585365853658,3,2015-06-10 16:15:00,1433952900,2,8,0,97
195,213,148,588,6,16,0,73,1.8991452991452993,123,280,0,64,26,21,17,10,4,0,38,13,123,280,0,64,26,21,17,10,4,0,38,26,465,441,24,21,3,333,9,398,0,0.015306122448979591,1,2015-06-10 16:20:00,1433953200,5,8,0,59
196,154,176,748,7,14,0,129,2.049597855227882,142,264,5,105,100,47,25,37,12,3,5,17,142,264,5,105,100,47,25,37,12,3,5,5,578,570,8,34,2,429,24,417,0,0.032085561497326213,2,2015-06-10 16:25:00,1433953500,7,8,0,34
197,322,309,1021,6,14,0,101,1.5935039370078738,118,596,3,144,75,20,13,24,11,2,8,13,118,596,3,144,75,20,13,24,11,2,8,4,876,863,13,35,5,535,26,562,0,0.025465230166503428,2,2015-06-10 16:30:00,1433953800,6,9,0,74
198,64,97,367,5,15,0,77,1.2967032967032968,100,158,0,51,37,5,7,0,5,0,0,11,100,158,0,51,37,5,7,0,5,0,0,19,238,234,4,30,3,218,19,235,0,0.051771117166212535,3,2015-06-10 16:35:00,1433954100,5,8,0,44
199,161,126,562,5,12,0,64,1.2872531418312387,71,361,0,68,33,10,6,5,3,0,0,7,71,361,0,68,33,10,6,5,3,0,0,2,436,432,4,55,5,276,5,312,0,0.008865248226950355,2,2015-06-10 16:40:00,1433954400,3,8,0,65
200,138,94,646,4,11,0,42,1.2021772939346809,55,480,0,47,51,7,2,0,0,1,0,8,55,480,0,47,51,7,2,0,0,1,0,2,539,530,9,60,3,351,1,239,0,0.0015479876160990713,1,2015-06-10 16:45:00,1433954700,4,7,0,63
201,171,109,888,5,12,0,62,1.3156708004509583,80,627,0,95,43,4,25,11,2,0,0,7,80,627,0,95,43,4,25,11,2,0,0,7,731,722,9,87,1,368,9,342,0,0.010135135135135136,2,2015-06-10 16:50:00,1433955000,4,9,0,136
202,130,126,600,7,13,0,46,1.9882154882154883,56,228,0,167,70,15,20,24,7,7,0,8,56,228,0,167,70,15,20,24,7,7,0,3,488,483,5,57,6,360,17,293,0,0.028333333333333325,1,2015-06-10 16:55:00,1433955300,7,9,0,45
203,215,98,875,6,17,0,68,1.7011494252873562,76,447,0,223,56,27,10,8,8,4,1,13,76,447,0,223,56,27,10,8,8,4,1,2,783,777,6,17,5,501,30,449,0,0.03428571428571429,2,2015-06-10 17:00:00,1433955600,4,9,0,98
204,174,123,766,6,16,0,78,1.4084880636604775,127,410,6,153,21,16,12,1,2,0,0,14,127,410,6,153,21,16,12,1,2,0,0,29,589,569,20,58,12,437,24,349,0,0.031331592689295036,2,2015-06-10 17:05:00,1433955900,6,8,0,132
205,131,414,2110,3,18,0,119,1.2634076886568582,146,1702,9,136,41,15,20,9,2,3,22,13,146,1702,9,136,41,15,20,9,2,3,22,13,1796,1782,14,179,3,1284,16,510,0,0.0075829383886255935,2,2015-06-10 17:10:00,1433956200,3,10,0,72
